,0
0,0.046531537968132496
1,0.0892723469627406
2,0.4394254761316803
3,0.06379604483044683
4,0.1171360910810454
5,0.10770899275803116
6,0.0668210791870855
7,0.06877215334774396
8,0.09794126308989937
9,0.26282760860413745
10,0.22106507462709116
11,0.11275407650093511
12,0.05297113438291646
13,0.1538835973568624
14,0.3489342372162776
15,0.8945855367276049
16,0.06315123911972896
17,0.39282344352377924
18,0.053383421079591334
19,0.07779352026618165
20,0.13283000764456718
21,0.15806977060067667
22,0.04642880319865083
23,0.42562295315648446
24,0.3874385104161423
25,0.46366298458587507
26,0.004582431496474109
27,0.6723477015485202
28,0.03759029296337682
29,0.08548039294955367
30,0.1748442164951638
31,0.4853969982279623
32,0.33939772619631836
33,0.41944235322938517
34,0.0853874823749683
35,0.08334310232796915
36,0.13584754185564948
37,0.07567480203682111
38,0.013233248492245915
39,0.07857399668946674
40,0.06718827144973254
41,0.05279485592071352
42,0.028362770386891886
43,0.0883761677467855
44,0.38381820248156506
45,0.13686977458337174
46,0.07890102321755851
47,0.40517064595387986
48,0.1019473702434362
49,0.05689377205412838
50,0.11845516753102121
51,0.03088247462552342
52,0.09233526448459366
53,0.04638345516284895
54,0.37451695486169106
55,0.08052790642290901
56,0.36802260671156073
57,0.07618600754279756
58,0.14737787664344804
59,0.14827620368512415
60,0.06383525271354484
61,0.03143396856568289
62,0.11878685007739356
63,0.44533634452842663
64,0.025277851266244492
65,0.05510537970837187
66,0.1547202849510796
67,0.04035202440495589
68,0.10951858179677627
69,0.1212635144724909
70,0.042892485575031385
71,0.13481237552330083
72,0.11735499182941696
73,0.15687224762481844
74,0.15116342385694015
75,0.0035804521951989196
76,0.3893062490761257
77,0.37648141561849047
78,0.4086336764488676
79,0.38038842038584214
80,0.10490977838918081
81,0.5037800509778213
82,0.04356917760236584
83,0.3826192884091668
84,0.42253749592988316
85,0.10998645448368728
86,0.08518419491620217
87,0.06723104713288693
88,0.11478934666293027
89,0.38910434801015126
90,0.07775702170723729
91,0.3728838121137034
92,0.03320200284330785
93,0.185968840251194
94,0.038750743417549666
95,0.4246613523463096
96,0.09879638411226437
97,0.12233595705492796
98,0.08387362134115668
99,0.08996421337027151
100,0.019380435546718273
101,0.03274423916331606
102,0.015952866754559248
103,0.38981259510916044
104,0.10994772450958801
105,0.10293991571396362
106,0.05546710616322538
107,0.005940300582507956
108,0.09905775749767366
109,0.10850352444553754
110,0.13701750010783498
111,0.053810301423610055
112,0.1199459692593279
113,0.46110406402388976
114,0.13433045209193575
115,0.1459177996529783
116,0.08514174945653322
117,0.14346081188896725
118,0.030478101580742597
119,0.09343808890466003
120,0.20647040974942352
121,0.0866851118048046
122,0.041161208029159436
123,0.07328563105344885
124,0.41325574214207816
125,0.027314936395534034
126,0.35450413732726566
127,0.18552052357797602
128,0.36302736852355233
129,0.07952417099708965
130,0.17419368990346515
131,0.0974239659094757
132,0.47474337270267786
133,0.12602797861989629
134,0.09791483526523319
135,0.04814828914565681
136,0.3850146958106109
137,0.03554965006210299
138,0.052111944968112674
139,0.42706487311979874
140,0.015209870616600693
141,0.18933263240725562
142,0.06024868852070852
143,0.1641191898526397
144,0.4305493636059505
145,0.47494922321023947
146,0.09462226218834077
147,0.053354337987704434
148,0.03645498686056048
149,0.053129966511892744
150,0.0907462798171477
151,0.09498675972105337
152,0.3787959377967213
153,0.4104688529928694
154,0.16922553575699312
155,0.031184107136262112
156,0.4044589402066683
157,0.09024612313655667
158,0.12797993639494984
159,0.027510976770275027
160,0.11560705699223221
161,0.004399753665179489
162,0.403692680072186
163,0.06478894310773618
164,0.08434744814082076
165,0.0630243846589839
166,0.08677115439561353
167,0.11637247052410961
168,0.44931515193359955
169,0.3433813435900821
170,0.203000117423813
171,0.028018205598381037
172,0.06793134707459629
173,0.17113419238204297
174,0.07548444309777863
175,0.15426245167690117
176,0.1812104517796386
177,0.02152209956309759
178,0.08145883609431032
179,0.06948914982572854
180,0.34869023727881016
181,0.06702869590889769
182,0.5233258913319462
183,0.3938417542828877
184,0.49397871395291987
185,0.12299909254491515
186,0.17065808387358797
187,0.08686959909599352
188,0.6015610945134409
189,0.1244911533869798
190,0.3653921765662497
191,0.02834274206776541
192,0.353575428714744
193,0.367514808807096
194,0.7075621138009988
195,0.9092241198601497
196,0.05238813652261483
197,0.3032781186931631
198,0.19134721318294848
199,0.02581049414438701
