,0
0,0.8650917253899821
1,0.6507362936344029
2,0.23471182762178938
3,0.7925555769238004
4,0.7976931643355768
5,0.8510191108124413
6,0.8346676006525737
7,0.9263829389771563
8,0.7957458652239955
9,0.4517481898197236
10,0.733124780766718
11,0.7414738442960355
12,0.7567510219039537
13,0.6139953737715061
14,0.7654504912029954
15,0.18522333599944887
16,0.8924220911514321
17,0.4955154482244378
18,3.7774365276565904e-12
19,0.8694433644369606
20,0.5664867241494068
21,0.6400308394235589
22,0.6125771021787316
23,0.16926411327269175
24,0.5149867411559002
25,0.41263808177981326
26,0.9773609232699874
27,0.35128691599170403
28,0.9851002321392428
29,0.9019238084414724
30,0.6681509728839002
31,0.2617840415100884
32,0.6754320163294538
33,0.39574150719166235
34,0.8206042344206093
35,0.8447853790693074
36,0.7699703462698335
37,0.8542142422536171
38,0.9875768443039497
39,0.6136302716302603
40,0.848437500328317
41,0.807753835787803
42,0.8620798263038383
43,0.36044979151297885
44,0.614976659501221
45,0.8683538515422279
46,0.9203797052785473
47,0.4836872617396334
48,1.149529228112958e-08
49,0.9422883797412925
50,0.6544414548817044
51,0.9869604560705252
52,0.9525688845546755
53,0.8329544375973019
54,0.6471193850735932
55,0.881352534372615
56,0.730520494159987
57,0.8648223631548428
58,0.8947445490154171
59,0.865044827835331
60,0.7421538531318915
61,0.7840540484956502
62,0.9048418803317128
63,0.4770663690660114
64,0.9274026570015772
65,0.9107495803142955
66,0.9148231844635707
67,0.8276559843976241
68,0.6621271420598608
69,0.8877448724036654
70,0.990370740284721
71,0.4390739948517837
72,0.1684203074098485
73,0.8250190235975637
74,0.21683475602712393
75,0.996623518467534
76,0.1841715869046959
77,0.5520631799994872
78,0.5113382236708442
79,0.6233197609032565
80,0.6025351508947882
81,0.5141361644217066
82,0.9361944270436968
83,0.4808958493296009
84,0.6241860318726081
85,0.8706067422659545
86,0.8381862801931651
87,0.766753062156286
88,0.8664041351318249
89,0.6631236064593677
90,0.9288287047675424
91,0.3382692361666796
92,0.9169279770704244
93,0.7738484420682917
94,0.9213096670779887
95,0.45184363181667114
96,0.7915426285020987
97,0.6408234490857543
98,0.9432806305399585
99,0.8993577450813801
100,0.9166127765901936
101,0.9793622841241507
102,0.9873634737973609
103,0.5859914880369148
104,0.6570782718855251
105,0.9152294300560597
106,0.9656437272795126
107,0.9860976508172279
108,0.8325269660139711
109,0.8401783881468771
110,0.6344506186581161
111,0.9261317213930669
112,0.5839146528256035
113,0.30710588863146565
114,0.8030515595945047
115,0.8650020819295716
116,0.8953622322931937
117,0.7944127312048236
118,0.9271160959815578
119,0.8486794604758129
120,0.35808267445550984
121,0.9195061416067145
122,0.968622731873746
123,0.4449503861682119
124,0.5444929727044323
125,0.8124668300600406
126,0.5388130887014617
127,0.8718558102383831
128,0.5455755547007084
129,0.9420199194353664
130,0.8336181301484707
131,0.75098823943226
132,0.4413476755197745
133,0.6332264567267135
134,0.6300532369448517
135,0.904048280174248
136,0.6692118509582746
137,0.9584842968934576
138,0.9297935752837045
139,0.12885372286318292
140,0.9898784111193455
141,0.8789373989085815
142,0.7297658234613036
143,0.3502606579849308
144,0.4352110845596315
145,0.5280484484006641
146,0.8031936131466596
147,0.9710827355430667
148,0.6469320625835862
149,0.8562769572807971
150,0.9135840104359129
151,0.6260588150708766
152,0.04151634383207938
153,0.23413391748088197
154,0.8418542127500922
155,0.989384198940721
156,0.37207201809619433
157,0.761935422319648
158,0.4624582910807589
159,0.8522993812221518
160,0.5584854204794625
161,0.9756016887358689
162,0.5093405713756661
163,0.6561079974877242
164,0.9227769297413608
165,0.9176008648155652
166,0.8561563669173073
167,0.7248219516665297
168,0.30730836112476645
169,0.5938049789453388
170,0.5071818916248861
171,0.6579253798701085
172,0.5194852573938697
173,0.5957898953520618
174,0.9325893113504222
175,0.7705472304293335
176,0.6112586322191913
177,0.9747931223650558
178,0.8889870408355326
179,0.9648061842973875
180,0.6268462658916278
181,0.6362707506647252
182,0.24943753175332004
183,0.5998996577560501
184,0.4362713969002711
185,0.5479494453712187
186,0.5569367870194742
187,0.6306295647354335
188,0.45065384643532896
189,0.8338158799595489
190,0.40615755898189776
191,0.8035642669683725
192,0.13707182744906274
193,0.6208510118609117
194,0.3474087909480434
195,0.1782250933845701
196,1.149529228112958e-08
197,0.32441971067232617
198,0.1237418667963552
199,0.4227426359097285
